logFC	logCPM	F	PValue	FDR
ENSG00000170854.17|mRNA|RIOX2|ENSG00000170854.17|ENSG00000170854.17|0|6880	0.616539900122961	4.43753443636869	13.9406473918805	0.00101301246296847	0.0038133608130754
ENSG00000118369.12|mRNA|USP35|ENSG00000118369.12|ENSG00000118369.12|0|5233	0.828398534777047	2.63576078449401	13.9384244639796	0.00101377133941767	0.00381545563799199
ENSG00000089123.15|mRNA|TASP1|ENSG00000089123.15|ENSG00000089123.15|0|2905	0.775594823484112	3.49243982413008	13.9363246661592	0.00101448874942913	0.00381739359366025
ENSG00000136045.11|mRNA|PWP1|ENSG00000136045.11|ENSG00000136045.11|0|2876	0.570682331583469	5.46019117970283	13.9343286422394	0.00101517121681024	0.00381919931736314
ENSG00000187554.11|mRNA|TLR5|ENSG00000187554.11|ENSG00000187554.11|0|4608	-1.24809840321853	1.55422687500334	13.9322182143952	0.00101589334407086	0.00382115349609413
ENSG00000270187.1|pseudogene|IGKV1OR2-11|ENSG00000270187.1|ENSG00000270187.1|0|287	-2.8097218119953	-1.3743392770591	13.9280623673077	0.00101731698991666	0.00382574504167342
ENSG00000233406.5|pseudogene|AL162430.1|ENSG00000233406.5|ENSG00000233406.5|0|870	2.13407064472631	-0.988818703562101	13.9205838091909	0.00101988435272603	0.00383416227561862
ENSG00000069956.11|mRNA|MAPK6|ENSG00000069956.11|ENSG00000069956.11|0|6388	-0.9457025856813	6.22577348519061	13.9203579181761	0.00101996200998448	0.00383416227561862
ENSG00000205544.3|mRNA|TMEM256|ENSG00000205544.3|ENSG00000205544.3|0|707	-1.13411347321455	4.54584023521275	13.9183821853095	0.00102064150576787	0.00383595168794576
ENSG00000105939.12|mRNA|ZC3HAV1|ENSG00000105939.12|ENSG00000105939.12|0|8235	-0.606994349231588	5.68184708721394	13.9115942615733	0.00102297977215476	0.00384368187592948
ENSG00000145335.15|mRNA|SNCA|ENSG00000145335.15|ENSG00000145335.15|0|4014	-1.90503914673784	2.08583389803331	13.9112280999538	0.001023106071155	0.00384368187592948
ENSG00000133678.13|mRNA|TMEM254|ENSG00000133678.13|ENSG00000133678.13|0|2996	-0.827149932755463	4.51264483577328	13.9093913934006	0.00102373985688705	0.0038452966292159
ENSG00000157653.11|mRNA|C9orf43|ENSG00000157653.11|ENSG00000157653.11|0|2290	1.15981977165759	-1.08543779465237	13.9060783470903	0.00102488415899399	0.00384882792138541
ENSG00000051341.13|mRNA|POLQ|ENSG00000051341.13|ENSG00000051341.13|0|9400	1.02144335442406	2.60629509670228	13.9025299539524	0.0010261112927529	0.00385266880919692
ENSG00000110422.11|mRNA|HIPK3|ENSG00000110422.11|ENSG00000110422.11|0|7958	-0.778252000489632	6.10934429481344	13.9004968585046	0.00102681511486076	0.00385454371671745
ENSG00000075188.8|mRNA|NUP37|ENSG00000075188.8|ENSG00000075188.8|0|3492	0.696262289521072	4.50708846506656	13.898727212308	0.00102742816328033	0.00385595442096665
ENSG00000188735.12|mRNA|TMEM120B|ENSG00000188735.12|ENSG00000188735.12|0|8449	0.775031118992272	3.55344927286009	13.8982314178482	0.00102759998997117	0.00385595442096665
ENSG00000143921.6|mRNA|ABCG8|ENSG00000143921.6|ENSG00000143921.6|0|2665	-4.71920922278584	2.22187672549733	13.8887959660893	0.0010308759894877	0.00386747744354668
ENSG00000105711.11|mRNA|SCN1B|ENSG00000105711.11|ENSG00000105711.11|0|7993	-0.956506399013187	2.10892269712879	13.8879421071975	0.001031173010806	0.00386782204530735
ENSG00000165476.13|mRNA|REEP3|ENSG00000165476.13|ENSG00000165476.13|0|5248	-1.03202309648473	5.61070627370689	13.8873087108068	0.00103139340275491	0.00386787913839977
ENSG00000089486.16|mRNA|CDIP1|ENSG00000089486.16|ENSG00000089486.16|0|4268	-1.16934297398768	4.62290703691608	13.8728018519199	0.00103645516625979	0.00388608846347049
ENSG00000218208.1|pseudogene|RPS27AP11|ENSG00000218208.1|ENSG00000218208.1|0|447	1.85759396417583	-0.653025030080039	13.8679275140404	0.00103816199553813	0.00389171404650724
ENSG00000132004.12|mRNA|FBXW9|ENSG00000132004.12|ENSG00000132004.12|0|2114	1.01384828150698	3.81819097194467	13.8623397880461	0.0010401223949593	0.00389828775144586
ENSG00000227507.2|mRNA|LTB|ENSG00000227507.2|ENSG00000227507.2|0|1535	-1.19598268263916	3.21857676764003	13.8453006170947	0.00104612534807772	0.00391983716200485
ENSG00000164087.7|mRNA|POC1A|ENSG00000164087.7|ENSG00000164087.7|0|2247	1.05014111446099	4.14795832886264	13.8448405342702	0.00104628795879527	0.00391983716200485
ENSG00000060656.19|mRNA|PTPRU|ENSG00000060656.19|ENSG00000060656.19|0|6682	1.87498766624872	3.73429854832985	13.8413522540708	0.00104752174495181	0.00392367970113878
ENSG00000163864.15|mRNA|NMNAT3|ENSG00000163864.15|ENSG00000163864.15|0|3451	1.06663272727184	3.48252901043569	13.8394683293862	0.00104818873775661	0.00392539810969162
ENSG00000263072.6|lncRNA|ZNF213-AS1|ENSG00000263072.6|ENSG00000263072.6|0|5145	0.873157302591119	2.44177234108489	13.8349649998216	0.00104978499034999	0.00393059516148519
ENSG00000107317.12|mRNA|PTGDS|ENSG00000107317.12|ENSG00000107317.12|0|2711	-1.54653141716846	4.93603248673646	13.8338901896738	0.00105016635920922	0.0039312422962296
ENSG00000173621.8|mRNA|LRFN4|ENSG00000173621.8|ENSG00000173621.8|0|2828	1.25826023107591	5.15733340822206	13.830564375968	0.00105134739485488	0.00393488209009413
ENSG00000258498.8|lncRNA|DIO3OS|ENSG00000258498.8|ENSG00000258498.8|0|5603	2.21970737656256	4.09082116816657	13.8295076336231	0.00105172295918873	0.00393550639671019
ENSG00000087111.20|mRNA|PIGS|ENSG00000087111.20|ENSG00000087111.20|0|5990	-0.72672970651066	6.40525153227478	13.8221895689465	0.00105432779789274	0.00394447065804207
ENSG00000165802.22|mRNA|NSMF|ENSG00000165802.22|ENSG00000165802.22|0|4912	1.51239079835131	6.66047209290524	13.8205009938231	0.00105492983692954	0.00394593993765786
ENSG00000272168.6|lncRNA|CASC15|ENSG00000272168.6|ENSG00000272168.6|0|13289	1.13956718940577	0.815761050222786	13.8156135637797	0.00105667449566898	0.00395168172829828
ENSG00000129197.14|mRNA|RPAIN|ENSG00000129197.14|ENSG00000129197.14|0|7430	0.649275133930267	4.52049188125484	13.8146459581796	0.00105702027281185	0.00395210603095911
ENSG00000185480.11|mRNA|PARPBP|ENSG00000185480.11|ENSG00000185480.11|0|4745	1.12083187784903	3.30548323972738	13.8141229278864	0.00105720723075147	0.00395210603095911
ENSG00000197128.11|mRNA|ZNF772|ENSG00000197128.11|ENSG00000197128.11|0|6096	-1.50161967050533	1.35264858785833	13.8127926317739	0.00105768290928954	0.00395306148930981
ENSG00000183527.11|mRNA|PSMG1|ENSG00000183527.11|ENSG00000183527.11|0|2515	1.11482924040006	5.18923720927466	13.8122354864072	0.00105788219889497	0.00395306148930981
ENSG00000223529.1|pseudogene|EEF1A1P8|ENSG00000223529.1|ENSG00000223529.1|0|1388	2.06069106382074	0.53352090077653	13.8106247578269	0.00105845858275687	0.00395443147089428
ENSG00000013306.15|mRNA|SLC25A39|ENSG00000013306.15|ENSG00000013306.15|0|3526	0.858713451547846	7.75608836812345	13.8070689640504	0.00105973220054931	0.00395840527932547
ENSG00000167912.5|lncRNA|AC090152.1|ENSG00000167912.5|ENSG00000167912.5|0|1743	-1.51408565379037	1.46310860274475	13.8052272211762	0.00106039253371187	0.00396008717225361
ENSG00000145604.15|mRNA|SKP2|ENSG00000145604.15|ENSG00000145604.15|0|3837	0.828284697880635	4.50227360439972	13.8025421524612	0.00106135603325445	0.00396290036421327
ENSG00000228172.5|lncRNA|AL020996.1|ENSG00000228172.5|ENSG00000228172.5|0|2793	-1.25532847491994	-0.210759012263154	13.8018371976869	0.00106160915441175	0.00396306055029114
ENSG00000260899.1|lncRNA|AC106886.2|ENSG00000260899.1|ENSG00000260899.1|0|883	1.64063607724411	-1.58198353599142	13.7998835262066	0.00106231098348948	0.00396489539907814
ENSG00000188257.10|mRNA|PLA2G2A|ENSG00000188257.10|ENSG00000188257.10|0|1685	-2.90914831225316	8.58922746403373	13.7943805759061	0.00106429055804772	0.00397149754558902
ENSG00000058453.16|mRNA|CROCC|ENSG00000058453.16|ENSG00000058453.16|0|8871	0.863756865842003	4.0676828191037	13.7867250826352	0.0010670511493083	0.00398101093741542
ENSG00000013297.10|mRNA|CLDN11|ENSG00000013297.10|ENSG00000013297.10|0|6032	-1.89949217513492	1.98955307465725	13.7848037797766	0.00106774519940911	0.00398281212886043
ENSG00000088038.17|mRNA|CNOT3|ENSG00000088038.17|ENSG00000088038.17|0|6676	0.755568961426051	5.8226488614499	13.7834020036244	0.00106825188616299	0.00398368566991497
ENSG00000099821.13|mRNA|POLRMT|ENSG00000099821.13|ENSG00000099821.13|0|5124	1.18332617764167	6.28617218669548	13.7829868089629	0.00106840201289466	0.00398368566991497
ENSG00000277744.1|lncRNA|AC011462.4|ENSG00000277744.1|ENSG00000277744.1|0|449	1.5601972621401	-1.70197065787464	13.7794330733865	0.00106968791827111	0.00398766721541614
ENSG00000121578.12|mRNA|B4GALT4|ENSG00000121578.12|ENSG00000121578.12|0|7145	-0.563928175936481	5.53781491009438	13.7788670401949	0.00106989289070522	0.00398766721541614
ENSG00000249992.1|mRNA|TMEM158|ENSG00000249992.1|ENSG00000249992.1|0|1813	1.46016619783098	3.01551238206643	13.7769794854043	0.00107057672282768	0.00398942723438377
ENSG00000266524.2|mRNA|GDF10|ENSG00000266524.2|ENSG00000266524.2|0|2458	-2.10901386588424	-0.76356677889494	13.7675944801876	0.00107398383881951	0.00400106082359735
ENSG00000165757.8|mRNA|JCAD|ENSG00000165757.8|ENSG00000165757.8|0|9515	-1.71043680610068	4.96544389857473	13.7672115494008	0.00107412310779897	0.00400106082359735
ENSG00000205940.8|pseudogene|HSP90AB2P|ENSG00000205940.8|ENSG00000205940.8|0|2299	1.46106126448646	0.316238180591346	13.7650858407577	0.00107489656929665	0.00400315095305817
ENSG00000204428.12|mRNA|LY6G5C|ENSG00000204428.12|ENSG00000204428.12|0|2621	0.885042015673764	1.0861908965651	13.7617085587642	0.00107612667632112	0.00400694056922886
ENSG00000145685.13|mRNA|LHFPL2|ENSG00000145685.13|ENSG00000145685.13|0|7977	-0.799720452930236	5.80561733014755	13.7611150731344	0.00107634299981721	0.00400695462728159
ENSG00000159267.14|mRNA|HLCS|ENSG00000159267.14|ENSG00000159267.14|0|7889	0.64305123558016	4.38816581307383	13.7536275877385	0.00107907623327723	0.00401633665345356
ENSG00000196132.11|mRNA|MYT1|ENSG00000196132.11|ENSG00000196132.11|0|6265	2.34035601781972	0.284584343792573	13.7514634501511	0.0010798676376724	0.00401810018081951
ENSG00000149485.18|mRNA|FADS1|ENSG00000149485.18|ENSG00000149485.18|0|10230	1.53460803467945	4.25992203780063	13.7511242644318	0.00107999173191807	0.00401810018081951
ENSG00000114544.16|mRNA|SLC41A3|ENSG00000114544.16|ENSG00000114544.16|0|6592	0.683138930755691	5.56364040709216	13.750583901266	0.00108018946087382	0.00401810018081951
ENSG00000165124.17|mRNA|SVEP1|ENSG00000165124.17|ENSG00000165124.17|0|14190	-1.54535752565526	4.4169517245028	13.7497967512431	0.0010804775642728	0.00401837897843182
ENSG00000267041.5|mRNA|ZNF850|ENSG00000267041.5|ENSG00000267041.5|0|7850	1.33628051967795	1.36944436233611	13.7479191302835	0.00108116512688985	0.00402014299253006
ENSG00000197045.12|mRNA|GMFB|ENSG00000197045.12|ENSG00000197045.12|0|7966	-0.898315108731743	6.25020134070545	13.7429580574633	0.0010829841064708	0.00402611247785201
ENSG00000149256.15|mRNA|TENM4|ENSG00000149256.15|ENSG00000149256.15|0|16330	1.06216095207335	1.66648078135741	13.7395615651898	0.00108423135328973	0.00402995454893887
ENSG00000090273.13|mRNA|NUDC|ENSG00000090273.13|ENSG00000090273.13|0|2856	0.631352529788236	6.69639637788566	13.7340840036063	0.00108624609859913	0.00403659281913063
ENSG00000139926.15|mRNA|FRMD6|ENSG00000139926.15|ENSG00000139926.15|0|9416	-0.963747562732922	3.88500127096671	13.7335422840121	0.00108644557417085	0.00403659281913063
ENSG00000110811.19|mRNA|P3H3|ENSG00000110811.19|ENSG00000110811.19|0|4601	1.11505195596566	4.12699385172885	13.7304470561022	0.00108758608472497	0.00403964379431262
ENSG00000139044.10|mRNA|B4GALNT3|ENSG00000139044.10|ENSG00000139044.10|0|6357	-1.24277800574163	6.51018826135352	13.7301508275456	0.00108769530553421	0.00403964379431262
ENSG00000004399.12|mRNA|PLXND1|ENSG00000004399.12|ENSG00000004399.12|0|9738	0.9577834851272	6.11726779490479	13.7256261198609	0.00108936507094476	0.0040450483193718
ENSG00000198951.11|mRNA|NAGA|ENSG00000198951.11|ENSG00000198951.11|0|3706	-0.618962421775917	5.95413877878526	13.7235479878582	0.00109013290488051	0.00404710230854813
ENSG00000252690.3|lncRNA|SCARNA15|ENSG00000252690.3|ENSG00000252690.3|0|4325	1.67806663436529	-1.15181076743369	13.7221315393541	0.00109065659587135	0.00404777685128937
ENSG00000277954.1|lncRNA|AC092376.2|ENSG00000277954.1|ENSG00000277954.1|0|4116	-1.5016731460929	-1.19859801623739	13.7218951318503	0.00109074402740028	0.00404777685128937
ENSG00000164035.9|mRNA|EMCN|ENSG00000164035.9|ENSG00000164035.9|0|5243	-1.20901643300723	2.80373447108144	13.7212835403125	0.00109097025014581	0.00404781955436898
ENSG00000170482.16|mRNA|SLC23A1|ENSG00000170482.16|ENSG00000170482.16|0|3203	-3.373592275003	4.32557436058838	13.7177928275479	0.00109226241476164	0.00405181641934011
ENSG00000168763.15|mRNA|CNNM3|ENSG00000168763.15|ENSG00000168763.15|0|4416	0.821529257701128	5.52104318133797	13.7171395138914	0.0010925044383518	0.00405191691359593
ENSG00000259345.5|lncRNA|AC013652.1|ENSG00000259345.5|ENSG00000259345.5|0|3242	2.08141973371517	-0.454042916748833	13.7073595110271	0.00109613448181917	0.00406458049788652
ENSG00000162522.10|mRNA|KIAA1522|ENSG00000162522.10|ENSG00000162522.10|0|5965	-0.886962258616049	7.98570655081435	13.6991361104836	0.00109919692603414	0.00407513479834721
ENSG00000167083.6|mRNA|GNGT2|ENSG00000167083.6|ENSG00000167083.6|0|1689	-1.12620973146334	0.400335093796309	13.6971461731263	0.00109993938989993	0.00407708560330191
ENSG00000004866.20|mRNA|ST7|ENSG00000004866.20|ENSG00000004866.20|0|6742	0.637704049546391	4.49675861883009	13.6924199888262	0.00110170496208353	0.00408282719583227
ENSG00000164136.16|mRNA|IL15|ENSG00000164136.16|ENSG00000164136.16|0|7860	-0.98589940782801	2.52928007469407	13.6889463389144	0.00110300458937156	0.00408684011769509
ENSG00000146648.17|mRNA|EGFR|ENSG00000146648.17|ENSG00000146648.17|0|12521	-0.950558310612281	6.2599210589902	13.6827952127446	0.00110531006165326	0.00409457757561157
ENSG00000114738.10|mRNA|MAPKAPK3|ENSG00000114738.10|ENSG00000114738.10|0|3921	0.815896499585454	6.105587330464	13.68053592625	0.00110615817041705	0.00409691430819296
ENSG00000161010.14|mRNA|MRNIP|ENSG00000161010.14|ENSG00000161010.14|0|8496	1.13652875828029	3.81056053263854	13.674891268293	0.00110828020490489	0.00410396747650108
ENSG00000117724.12|mRNA|CENPF|ENSG00000117724.12|ENSG00000117724.12|0|11690	1.15198972240307	5.17352958414145	13.6724730189907	0.00110919066966367	0.00410653230646102
ENSG00000279369.1|lncRNA|AC046185.3|ENSG00000279369.1|ENSG00000279369.1|0|1824	-0.953267052219002	0.295512177108697	13.6651517524345	0.00111195207692421	0.0041159474875663
ENSG00000161960.14|mRNA|EIF4A1|ENSG00000161960.14|ENSG00000161960.14|0|5316	1.03208271609772	2.75485395158385	13.6533471372183	0.00111642027469447	0.00413167550422852
ENSG00000115694.14|mRNA|STK25|ENSG00000115694.14|ENSG00000115694.14|0|7584	0.760354827536993	6.65478588780989	13.652709306377	0.00111666225790971	0.00413175993839328
ENSG00000125871.13|mRNA|MGME1|ENSG00000125871.13|ENSG00000125871.13|0|2336	0.782563460911569	4.50081695329214	13.6510642307308	0.00111728663796603	0.00413325896760903
ENSG00000224189.6|lncRNA|HAGLR|ENSG00000224189.6|ENSG00000224189.6|0|4851	-1.75546924587869	4.86259504267428	13.6412771022504	0.00112100916005451	0.00414621634007212
ENSG00000162739.13|mRNA|SLAMF6|ENSG00000162739.13|ENSG00000162739.13|0|2746	-1.53860839770594	2.10847707881043	13.6401419746943	0.00112144177764888	0.00414700282311431
ENSG00000153107.11|mRNA|ANAPC1|ENSG00000153107.11|ENSG00000153107.11|0|13327	0.692955220496006	4.44764468488261	13.639164462954	0.00112181447069788	0.00414756744491008
ENSG00000118680.12|mRNA|MYL12B|ENSG00000118680.12|ENSG00000118680.12|0|1761	-0.7175252816369	8.79117786540225	13.6365240132142	0.00112282186162073	0.00415047798730862
ENSG00000099812.8|mRNA|MISP|ENSG00000099812.8|ENSG00000099812.8|0|2966	-1.10808386592147	9.24745091944815	13.6294185299653	0.00112553765856745	0.00415970122315499
ENSG00000141431.10|mRNA|ASXL3|ENSG00000141431.10|ENSG00000141431.10|0|12584	-1.60612136692712	1.36372640476803	13.6267715953932	0.00112655117509646	0.00416214008665311
ENSG00000215252.11|mRNA|GOLGA8B|ENSG00000215252.11|ENSG00000215252.11|0|7670	2.10006808019796	2.88380526266517	13.6261296384163	0.00112679713141306	0.00416214008665311
ENSG00000197712.11|mRNA|FAM114A1|ENSG00000197712.11|ENSG00000197712.11|0|4871	-0.760523196826364	5.80033989706089	13.6259658108551	0.0011268599088838	0.00416214008665311
ENSG00000233608.3|mRNA|TWIST2|ENSG00000233608.3|ENSG00000233608.3|0|1878	-1.28650427971448	1.37039861218306	13.619826139721	0.00112921533203623	0.00417002300480844
ENSG00000197114.11|mRNA|ZGPAT|ENSG00000197114.11|ENSG00000197114.11|0|3335	1.00397512541787	3.42540283709629	13.6156236711938	0.00113083065732642	0.00417517030002305
ENSG00000274964.1|lncRNA|AC026356.1|ENSG00000274964.1|ENSG00000274964.1|0|1357	1.14408006501561	-1.21255761190474	13.6125938837085	0.00113199679382101	0.00417865744216049
ENSG00000162910.18|mRNA|MRPL55|ENSG00000162910.18|ENSG00000162910.18|0|1886	1.50359467158034	5.29174927343874	13.6119735311804	0.00113223572310002	0.00417872119261581
ENSG00000280186.1|lncRNA|AL359258.3|ENSG00000280186.1|ENSG00000280186.1|0|2331	-1.53851931671794	-1.62720851025414	13.6109365479637	0.0011326352406561	0.00417918433721593
ENSG00000083093.9|mRNA|PALB2|ENSG00000083093.9|ENSG00000083093.9|0|4747	0.620352834366214	3.6948720315198	13.6102760706678	0.00113288978214885	0.00417918433721593
ENSG00000154059.9|mRNA|IMPACT|ENSG00000154059.9|ENSG00000154059.9|0|4918	-0.661306906998228	4.53081593642823	13.6096003848926	0.00113315024930082	0.00417918433721593
ENSG00000141646.13|mRNA|SMAD4|ENSG00000141646.13|ENSG00000141646.13|0|13123	-0.676165678711021	5.71859572194864	13.6093469831127	0.00113324794885677	0.00417918433721593
ENSG00000134202.10|mRNA|GSTM3|ENSG00000134202.10|ENSG00000134202.10|0|4750	-1.78926841195361	4.55804625135497	13.6033026633833	0.00113558106916288	0.00418696935573216
ENSG00000144028.14|mRNA|SNRNP200|ENSG00000144028.14|ENSG00000144028.14|0|10926	0.80519164062813	8.17841996426787	13.6017848273912	0.00113616777840615	0.00418831344515305
ENSG00000167862.9|mRNA|MRPL58|ENSG00000167862.9|ENSG00000167862.9|0|1108	0.673304292615752	4.67468092841172	13.6011329394666	0.00113641986259665	0.00418842370472573
ENSG00000241061.3|pseudogene|RPL5P1|ENSG00000241061.3|ENSG00000241061.3|0|894	1.74125962446042	-0.533124565858845	13.5843054622314	0.00114294814908064	0.00421166116232766
ENSG00000111859.16|mRNA|NEDD9|ENSG00000111859.16|ENSG00000111859.16|0|10359	-1.12159984751406	6.37001719659909	13.5784893219443	0.00114521403136657	0.00421918603074507
ENSG00000185483.11|mRNA|ROR1|ENSG00000185483.11|ENSG00000185483.11|0|6715	-1.70592841548626	2.2738642214546	13.5757992678161	0.0011462636907307	0.00422222803783805
ENSG00000239470.3|pseudogene|AC011979.1|ENSG00000239470.3|ENSG00000239470.3|0|483	1.46970501504943	-1.06352038270088	13.5740152092935	0.00114696040830949	0.00422396905986529
ENSG00000136854.19|mRNA|STXBP1|ENSG00000136854.19|ENSG00000136854.19|0|9320	1.36092673835835	4.96504368973047	13.5723506471161	0.00114761087556691	0.00422553910667724
ENSG00000187912.11|mRNA|CLEC17A|ENSG00000187912.11|ENSG00000187912.11|0|2238	-2.32829606865706	-0.5236078708699	13.5711719379476	0.00114807172714672	0.00422641050579377
ENSG00000171502.14|mRNA|COL24A1|ENSG00000171502.14|ENSG00000171502.14|0|9568	1.35592951967381	0.599700205558167	13.5660777732847	0.0011500657619483	0.00423292458888119
ENSG00000100591.7|mRNA|AHSA1|ENSG00000100591.7|ENSG00000100591.7|0|2948	0.666045680938516	6.82425260384511	13.564642349467	0.00115062831804835	0.00423416846610335
ENSG00000196141.13|mRNA|SPATS2L|ENSG00000196141.13|ENSG00000196141.13|0|10437	-0.66036574497526	6.98288166500295	13.5634959230095	0.00115107782859687	0.00423499594549339
ENSG00000265511.1|lncRNA|AC020558.2|ENSG00000265511.1|ENSG00000265511.1|0|795	1.63702220711574	-1.12644921612393	13.5615461944754	0.00115184275083187	0.00423698332462098
ENSG00000188343.12|mRNA|FAM92A|ENSG00000188343.12|ENSG00000188343.12|0|7423	1.32381804744156	3.54101656815082	13.5605248966272	0.00115224364978398	0.00423763115211227
ENSG00000188873.4|pseudogene|AC120036.1|ENSG00000188873.4|ENSG00000188873.4|0|654	1.86509655376871	0.0608861031723826	13.5584479955118	0.00115305938265748	0.00423980407291961
ENSG00000221539.1|snoRNA|SNORD99|ENSG00000221539.1|ENSG00000221539.1|0|74	1.77610579821615	-1.50293604556137	13.5528432707076	0.00115526385927474	0.00424703762061508
ENSG00000178623.11|mRNA|GPR35|ENSG00000178623.11|ENSG00000178623.11|0|5089	1.38775132937087	6.73040690011029	13.5523015146927	0.00115547718842217	0.00424703762061508
ENSG00000273472.1|lncRNA|AC096733.2|ENSG00000273472.1|ENSG00000273472.1|0|1394	-1.47097658191859	-0.917100464843656	13.5504737055451	0.00115619724775432	0.00424885585081178
ENSG00000158850.14|mRNA|B4GALT3|ENSG00000158850.14|ENSG00000158850.14|0|3890	0.460387034427991	5.53981401534594	13.547164071281	0.00115750231092146	0.00425282275686833
ENSG00000116329.10|mRNA|OPRD1|ENSG00000116329.10|ENSG00000116329.10|0|9345	3.24780204981288	0.852158297559253	13.5428703988099	0.00115919779352799	0.00425763365461394
ENSG00000188997.7|mRNA|KCTD21|ENSG00000188997.7|ENSG00000188997.7|0|4164	-0.565164297358032	3.03905553396183	13.5427044022707	0.00115926339641064	0.00425763365461394
ENSG00000125459.14|mRNA|MSTO1|ENSG00000125459.14|ENSG00000125459.14|0|4208	0.94358187800578	2.88056094224567	13.5420897738335	0.00115950633665971	0.00425769642748518
ENSG00000145934.16|mRNA|TENM2|ENSG00000145934.16|ENSG00000145934.16|0|11042	-1.4694021553124	-0.702273224934302	13.5404266010175	0.00116016400637229	0.00425928176205072
ENSG00000243364.7|mRNA|EFNA4|ENSG00000243364.7|ENSG00000243364.7|0|1263	0.608990531527818	4.44479103790071	13.5389274901592	0.00116075714903815	0.00426062962882929
ENSG00000188706.12|mRNA|ZDHHC9|ENSG00000188706.12|ENSG00000188706.12|0|5243	0.821096543185989	6.60713416386804	13.5342333036006	0.00116261660189385	0.00426662413449541
ENSG00000200534.1|snoRNA|SNORA33|ENSG00000200534.1|ENSG00000200534.1|0|130	1.45588239903372	-0.847735676672091	13.5322832732175	0.0011633899978972	0.00426863142085598
ENSG00000122121.10|mRNA|XPNPEP2|ENSG00000122121.10|ENSG00000122121.10|0|3500	-3.4798738060074	6.61127094939677	13.5316976176949	0.00116362238245386	0.0042686532699008
ENSG00000011143.16|mRNA|MKS1|ENSG00000011143.16|ENSG00000011143.16|0|4078	0.648902036749964	3.73928118311854	13.5264363506808	0.00116571228954245	0.00427475561329579
ENSG00000104915.14|mRNA|STX10|ENSG00000104915.14|ENSG00000104915.14|0|1796	0.873714401823162	5.69563773570368	13.5263682433897	0.00116573937025004	0.00427475561329579
ENSG00000150637.8|mRNA|CD226|ENSG00000150637.8|ENSG00000150637.8|0|13638	-1.24781157211323	0.94800999438667	13.5252316003174	0.00116619142151367	0.00427558161773158
ENSG00000167644.11|mRNA|C19orf33|ENSG00000167644.11|ENSG00000167644.11|0|617	-1.48626126635379	5.87209524980078	13.5219963647447	0.00116747914364207	0.00427947050669654
ENSG00000178821.12|mRNA|TMEM52|ENSG00000178821.12|ENSG00000178821.12|0|1594	1.44193647651219	2.27822512410196	13.5206647899765	0.00116800960063498	0.00428058261881234
ENSG00000272205.1|lncRNA|AL451050.2|ENSG00000272205.1|ENSG00000272205.1|0|682	1.21720612208845	-1.52388617438772	13.51790359959	0.00116911040759831	0.00428378414072759
ENSG00000167377.17|mRNA|ZNF23|ENSG00000167377.17|ENSG00000167377.17|0|7287	0.867923052427963	-0.0331199107861216	13.5142406361381	0.00117057246935752	0.00428830784926698
ENSG00000184100.6|pseudogene|BRD7P2|ENSG00000184100.6|ENSG00000184100.6|0|1944	1.34902963524119	-1.10433196497046	13.5136579281846	0.00117080523914655	0.00428832725245596
ENSG00000103485.17|mRNA|QPRT|ENSG00000103485.17|ENSG00000103485.17|0|3642	1.61967676176092	6.33263596320936	13.5106961296412	0.00117198914513554	0.00429182971330522
ENSG00000130032.15|mRNA|PRRG3|ENSG00000130032.15|ENSG00000130032.15|0|6364	-1.72382723529372	-0.246860543408657	13.4983873382303	0.00117692326723485	0.00430906145541101
ENSG00000130304.16|mRNA|SLC27A1|ENSG00000130304.16|ENSG00000130304.16|0|8249	0.827456537141464	4.00324562126206	13.4930796773938	0.0011790578813879	0.00431603867571354
ENSG00000182175.13|mRNA|RGMA|ENSG00000182175.13|ENSG00000182175.13|0|13141	-1.75377370227448	4.41308946444608	13.4888121877183	0.00118077722145604	0.00432075067132599
ENSG00000153993.13|mRNA|SEMA3D|ENSG00000153993.13|ENSG00000153993.13|0|8062	-1.94820522191955	1.47614198548964	13.4879901983927	0.00118110870838947	0.00432075067132599
ENSG00000198598.6|mRNA|MMP17|ENSG00000198598.6|ENSG00000198598.6|0|4003	2.00221415223144	2.31992881239185	13.4877642035249	0.00118119986400768	0.00432075067132599
ENSG00000155380.11|mRNA|SLC16A1|ENSG00000155380.11|ENSG00000155380.11|0|5312	-1.07351523737443	7.01732819391276	13.4876104632974	0.00118126187990739	0.00432075067132599
ENSG00000130958.11|mRNA|SLC35D2|ENSG00000130958.11|ENSG00000130958.11|0|2203	-0.641796713705694	6.11462523463255	13.4864976027346	0.001181710892552	0.00432155455798065
ENSG00000114503.10|mRNA|NCBP2|ENSG00000114503.10|ENSG00000114503.10|0|5114	0.542331980633326	6.21523842090072	13.4851124687578	0.00118227002067678	0.00432276075054281
ENSG00000164764.10|mRNA|SBSPON|ENSG00000164764.10|ENSG00000164764.10|0|4383	2.47975153796718	3.85368102260439	13.4805913849437	0.00118409702331604	0.00432860133479815
ENSG00000163002.12|mRNA|NUP35|ENSG00000163002.12|ENSG00000163002.12|0|4046	0.683678954421067	3.49924510457213	13.4787857492446	0.00118482755275683	0.00433018983762085
ENSG00000143933.16|mRNA|CALM2|ENSG00000143933.16|ENSG00000143933.16|0|6466	-0.759348633298746	9.2555107361401	13.4783820515528	0.00118499094909219	0.00433018983762085
